position,module
103.860_30.312,1
103.857_30.311,1
103.868_30.319,1
103.867_30.323,1
103.872_30.314,1
103.876_30.311,1
103.869_30.318,1
103.869_30.313,1
103.907_30.290,1
103.911_30.289,1
103.902_30.292,1
103.915_30.288,1
103.885_30.297,1
103.894_30.295,1
103.898_30.293,1
103.880_30.299,1
103.861_30.346,1
103.861_30.343,1
103.863_30.338,1
103.861_30.351,1
103.865_30.330,1
103.864_30.334,1
103.866_30.327,1
104.012_30.270,1
103.991_30.275,1
104.033_30.266,1
103.998_30.273,1
103.984_30.276,1
103.971_30.280,1
104.054_30.262,1
103.861_30.328,1
103.862_30.323,1
103.858_30.339,1
103.859_30.334,1
103.863_30.319,1
104.089_30.251,1
104.067_30.254,1
104.045_30.256,1
104.024_30.258,1
104.111_30.249,1
104.118_30.248,1
104.126_30.246,1
103.859_30.340,1
103.861_30.330,1
103.859_30.345,1
103.860_30.349,1
103.859_30.336,1
103.862_30.325,1
103.901_30.263,1
103.896_30.264,1
103.892_30.265,1
103.879_30.271,1
103.882_30.269,1
103.906_30.261,1
103.876_30.275,1
103.920_30.287,1
103.906_30.289,1
103.880_30.294,1
103.875_30.297,1
103.892_30.291,1
103.870_30.300,1
103.867_30.301,1
103.869_30.296,1
103.866_30.305,1
103.871_30.287,1
103.870_30.292,1
103.867_30.328,1
103.870_30.323,1
103.874_30.319,1
103.883_30.312,1
103.878_30.315,1
103.895_30.307,1
103.865_30.333,1
103.870_30.335,1
103.869_30.355,1
103.869_30.346,1
103.873_30.325,1
103.871_30.330,1
103.871_30.326,1
103.921_30.258,1
103.927_30.258,1
103.915_30.259,1
103.935_30.261,1
103.930_30.259,1
103.910_30.260,1
103.939_30.264,1
103.954_30.297,1
103.919_30.301,1
103.908_30.303,1
103.931_30.300,1
103.943_30.298,1
103.897_30.304,1
103.966_30.296,1
103.856_30.333,1
103.857_30.323,1
103.856_30.337,1
103.858_30.314,1
103.857_30.330,1
103.858_30.325,1
103.859_30.320,1
103.856_30.335,1
103.861_30.315,1
103.863_30.309,1
103.940_30.299,1
103.917_30.300,1
103.923_30.299,1
103.934_30.298,1
103.911_30.301,1
103.870_30.326,1
103.872_30.316,1
103.871_30.321,1
103.869_30.330,1
103.873_30.311,1
103.875_30.306,1
103.868_30.291,1
103.870_30.287,1
103.871_30.282,1
103.867_30.296,1
103.866_30.300,1
103.873_30.277,1
103.878_30.307,1
103.874_30.310,1
103.896_30.303,1
103.884_30.305,1
103.908_30.302,1
103.870_30.314,1
103.914_30.288,1
103.891_30.291,1
103.902_30.290,1
103.927_30.286,1
103.884_30.294,1
103.940_30.285,1
103.865_30.349,1
103.864_30.354,1
103.867_30.340,1
103.864_30.358,1
103.863_30.322,1
103.860_30.333,1
103.880_30.435,1
103.888_30.451,1
103.884_30.443,1
103.877_30.428,1
103.873_30.420,1
103.884_30.444,1
103.881_30.436,1
103.869_30.412,1
103.877_30.427,1
103.873_30.419,1
103.874_30.420,1
103.871_30.415,1
103.867_30.407,1
103.863_30.398,1
103.859_30.390,1
103.864_30.399,1
103.879_30.432,1
103.875_30.424,1
103.855_30.382,1
103.875_30.423,1
103.868_30.408,1
103.871_30.416,1
103.858_30.387,1
103.852_30.374,1
103.854_30.379,1
103.851_30.370,1
103.850_30.369,1
103.862_30.396,1
103.854_30.378,1
103.853_30.374,1
103.858_30.388,1
103.853_30.378,1
103.848_30.366,1
103.856_30.382,1
103.850_30.370,1
103.846_30.361,1
103.849_30.368,1
103.839_30.345,1
103.853_30.375,1
103.848_30.365,1
103.845_30.357,1
103.855_30.380,1
103.842_30.353,1
103.852_30.373,1
103.887_30.449,1
103.893_30.463,1
103.897_30.471,1
103.900_30.478,1
103.890_30.456,1
103.883_30.441,1
103.883_30.442,1
103.879_30.433,1
103.903_30.485,1
103.874_30.421,1
103.870_30.413,1
103.882_30.438,1
103.886_30.446,1
103.866_30.405,1
103.878_30.430,1
103.889_30.455,1
103.877_30.429,1
103.882_30.439,1
103.893_30.462,1
103.889_30.454,1
103.886_30.447,1
103.890_30.455,1
103.878_30.431,1
103.886_30.448,1
103.883_30.440,1
103.887_30.450,1
103.891_30.457,1
103.894_30.464,1
103.890_30.457,1
103.894_30.465,1
103.884_30.442,1
103.866_30.404,1
103.862_30.395,1
103.870_30.412,1
103.864_30.400,1
103.861_30.393,1
103.857_30.384,1
103.859_30.389,1
103.863_30.399,1
103.861_30.394,1
103.865_30.402,1
103.863_30.397,1
103.865_30.403,1
103.874_30.422,1
103.869_30.410,1
103.871_30.414,1
103.867_30.406,1
103.873_30.418,1
103.872_30.418,1
103.870_30.414,1
103.876_30.427,1
103.853_30.377,1
103.851_30.372,1
103.846_30.363,1
103.843_30.359,1
103.848_30.368,1
103.855_30.381,1
103.857_30.385,1
103.857_30.386,1
103.860_30.391,1
103.856_30.383,1
103.860_30.390,1
103.853_30.376,1
103.865_30.399,1
103.862_30.387,1
103.866_30.403,1
103.863_30.395,1
103.862_30.391,1
103.868_30.407,1
103.863_30.378,1
103.855_30.376,1
103.854_30.371,1
103.856_30.381,1
103.858_30.386,1
103.856_30.361,1
103.843_30.354,1
103.845_30.358,1
103.847_30.362,1
103.850_30.371,1
103.841_30.350,1
103.897_30.470,1
103.900_30.476,1
103.902_30.483,1
103.842_30.347,1
103.842_30.342,1
103.843_30.352,1
103.843_30.338,1
103.899_30.475,1
103.896_30.469,1
103.902_30.482,1
103.872_30.417,1
103.868_30.409,1
103.876_30.426,1
103.928_30.538,1
103.925_30.532,1
103.919_30.519,1
103.931_30.544,1
103.922_30.526,1
103.922_30.525,1
103.925_30.531,1
103.935_30.554,1
103.939_30.560,1
103.931_30.543,1
103.907_30.493,1
103.910_30.499,1
103.913_30.505,1
103.904_30.486,1
103.901_30.479,1
103.913_30.506,1
103.897_30.472,1
103.910_30.500,1
103.927_30.536,1
103.924_30.530,1
103.932_30.546,1
103.930_30.543,1
103.930_30.542,1
103.940_30.564,1
103.928_30.537,1
103.843_30.339,1
103.937_30.556,1
103.951_30.580,1
103.898_30.473,1
103.895_30.466,1
103.891_30.458,1
103.901_30.480,1
103.904_30.487,1
103.917_30.513,1
103.914_30.507,1
103.920_30.520,1
103.923_30.526,1
103.920_30.519,1
103.906_30.491,1
103.903_30.484,1
103.900_30.477,1
103.909_30.498,1
103.909_30.497,1
103.896_30.470,1
103.911_30.501,1
103.908_30.495,1
103.905_30.488,1
103.908_30.494,1
103.905_30.489,1
103.901_30.481,1
103.905_30.487,1
103.912_30.504,1
103.918_30.517,1
103.915_30.510,1
103.915_30.511,1
103.921_30.524,1
103.907_30.492,1
103.910_30.498,1
103.916_30.511,1
103.921_30.523,1
103.926_30.533,1
103.929_30.539,1
103.923_30.527,1
103.926_30.534,1
103.931_30.545,1
103.921_30.522,1
103.918_30.516,1
103.929_30.540,1
103.941_30.565,1
103.922_30.524,1
103.916_30.512,1
103.919_30.518,1
103.912_30.503,1
103.915_30.509,1
103.925_30.530,1
103.899_30.474,1
103.902_30.481,1
103.895_30.468,1
103.889_30.453,1
103.892_30.460,1
103.892_30.461,1
103.885_30.445,1
103.891_30.459,1
103.888_30.452,1
103.881_30.437,1
103.878_30.429,1
103.885_30.444,1
103.895_30.467,1
103.898_30.474,1
103.914_30.508,1
103.906_30.490,1
103.909_30.496,1
103.917_30.514,1
103.912_30.502,1
103.917_30.515,1
103.920_30.521,1
103.903_30.483,1
103.911_30.500,1
103.916_30.513,1
103.913_30.507,1
103.907_30.494,1
103.894_30.466,1
103.898_30.472,1
103.933_30.549,1
103.940_30.563,1
103.840_30.354,1
103.826_30.341,1
103.834_30.348,1
103.830_30.344,1
103.838_30.351,1
103.837_30.350,1
103.833_30.347,1
103.847_30.366,1
103.845_30.362,1
103.842_30.358,1
103.849_30.370,1
103.817_30.334,1
103.821_30.337,1
103.813_30.332,1
103.806_30.324,1
103.810_30.327,1
103.814_30.330,1
103.797_30.320,1
103.802_30.321,1
103.822_30.336,1
103.826_30.339,1
103.818_30.333,1
103.830_30.342,1
103.839_30.352,1
103.836_30.349,1
103.833_30.345,1
103.844_30.360,1
103.842_30.356,1
103.847_30.365,1
103.859_30.309,1
103.860_30.305,1
103.863_30.290,1
103.865_30.286,1
103.862_30.297,1
103.863_30.301,1
103.863_30.311,1
103.862_30.295,1
103.861_30.300,1
103.858_30.313,1
103.859_30.308,1
103.861_30.295,1
103.860_30.299,1
103.857_30.317,1
103.862_30.291,1
103.862_30.307,1
103.861_30.312,1
103.861_30.316,1
103.861_30.320,1
103.859_30.316,1
103.857_30.320,1
103.854_30.331,1
103.856_30.325,1
103.855_30.330,1
103.866_30.291,1
103.861_30.299,1
103.864_30.299,1
103.860_30.303,1
103.863_30.295,1
103.855_30.338,1
103.855_30.329,1
103.854_30.333,1
103.857_30.319,1
103.859_30.317,1
103.855_30.334,1
103.861_30.308,1
103.857_30.325,1
103.850_30.344,1
103.849_30.352,1
103.848_30.357,1
103.848_30.361,1
103.850_30.365,1
103.858_30.308,1
103.856_30.317,1
103.854_30.326,1
103.852_30.335,1
103.859_30.304,1
103.857_30.324,1
103.858_30.316,1
103.856_30.332,1
103.864_30.294,1
103.862_30.302,1
103.863_30.298,1
103.866_30.282,1
103.864_30.292,1
103.872_30.270,1
103.866_30.289,1
103.868_30.279,1
103.864_30.296,1
103.867_30.282,1
103.869_30.277,1
103.867_30.284,1
103.870_30.275,1
103.887_30.279,1
103.897_30.277,1
103.903_30.275,1
103.908_30.274,1
103.913_30.272,1
103.918_30.271,1
103.877_30.282,1
103.956_30.267,1
103.992_30.266,1
103.974_30.266,1
103.940_30.267,1
103.923_30.270,1
104.064_30.263,1
104.046_30.264,1
104.028_30.264,1
104.010_30.265,1
104.071_30.263,1
103.864_30.289,1
103.868_30.286,1
103.865_30.290,1
103.859_30.326,1
103.860_30.316,1
103.857_30.336,1
103.862_30.304,1
103.886_30.255,1
103.881_30.259,1
103.893_30.252,1
103.876_30.265,1
103.863_30.275,1
103.863_30.280,1
103.864_30.271,1
103.865_30.266,1
103.863_30.284,1
103.863_30.286,1
103.865_30.276,1
103.868_30.262,1
103.867_30.266,1
103.851_30.328,1
103.851_30.324,1
103.852_30.319,1
103.851_30.332,1
103.854_30.315,1
103.855_30.310,1
103.856_30.306,1
103.857_30.302,1
103.864_30.280,1
103.863_30.288,1
103.864_30.261,1
103.863_30.299,1
103.863_30.285,1
103.864_30.270,1
103.864_30.256,1
103.861_30.284,1
103.860_30.293,1
103.862_30.275,1
103.863_30.265,1
103.859_30.302,1
103.861_30.293,1
103.858_30.311,1
103.859_30.297,1
103.866_30.268,1
103.873_30.265,1
103.861_30.303,1
103.864_30.279,1
103.863_30.291,1
103.939_30.247,1
103.931_30.249,1
103.908_30.255,1
103.944_30.245,1
103.925_30.251,1
103.952_30.244,1
103.885_30.262,1
104.012_30.254,1
104.033_30.258,1
103.992_30.250,1
104.041_30.260,1
104.048_30.261,1
103.973_30.246,1
103.894_30.248,1
103.888_30.250,1
103.879_30.256,1
103.883_30.253,1
103.899_30.246,1
103.876_30.260,1
103.922_30.245,1
103.927_30.248,1
103.916_30.244,1
103.911_30.244,1
103.905_30.245,1
103.932_30.251,1
103.870_30.274,1
103.869_30.278,1
103.868_30.282,1
103.872_30.269,1
103.906_29.966,1
103.909_29.945,1
103.912_29.922,1
103.915_29.902,1
103.903_29.986,1
103.893_30.065,1
103.890_30.084,1
103.901_30.006,1
103.896_30.046,1
103.898_30.025,1
103.885_30.123,1
103.888_30.104,1
103.880_30.162,1
103.882_30.143,1
103.877_30.181,1
103.971_29.694,1
103.985_29.643,1
103.988_29.634,1
103.958_29.745,1
103.952_29.767,1
103.934_29.832,1
103.939_29.811,1
103.928_29.852,1
103.926_29.859,1
103.946_29.789,1
103.992_29.618,1
103.990_29.626,1
103.995_29.610,1
104.027_29.565,1
103.873_30.217,1
103.870_30.234,1
103.875_30.199,1
103.868_30.251,1
103.972_30.236,1
103.966_30.238,1
103.907_30.254,1
103.980_30.234,1
103.927_30.249,1
103.946_30.244,1
103.895_30.257,1
103.992_30.231,1
103.985_30.233,1
104.021_30.231,1
104.043_30.235,1
103.999_30.230,1
104.007_30.229,1
104.063_30.239,1
103.873_30.280,1
103.872_30.285,1
103.870_30.290,1
103.875_30.274,1
103.883_30.261,1
103.877_30.269,1
103.879_30.264,1
103.868_30.271,1
103.877_30.263,1
103.872_30.267,1
103.865_30.275,1
103.950_30.242,1
104.018_30.235,1
104.000_30.237,1
103.967_30.241,1
103.934_30.244,1
103.983_30.239,1
104.029_30.234,1
104.023_30.235,1
104.037_30.233,1
104.042_30.233,1
104.048_30.231,1
104.054_30.229,1
104.073_30.208,1
104.071_30.213,1
104.064_30.223,1
104.068_30.219,1
104.060_30.227,1
104.073_30.202,1
103.918_30.248,1
103.923_30.247,1
103.913_30.250,1
103.897_30.254,1
103.887_30.258,1
103.857_30.312,1
103.858_30.295,1
103.858_30.304,1
103.859_30.303,1
103.861_30.294,1
103.860_30.290,1
103.861_30.285,1
103.857_30.321,1
103.856_30.330,1
103.857_30.339,1
103.855_30.333,1
103.860_30.309,1
103.855_30.309,1
103.853_30.318,1
103.856_30.305,1
103.857_30.300,1
103.861_30.255,1
103.860_30.265,1
103.860_30.276,1
103.859_30.285,1
103.884_30.261,1
103.898_30.255,1
103.893_30.256,1
103.893_30.257,1
103.889_30.258,1
103.888_30.258,1
103.879_30.269,1
103.878_30.273,1
103.877_30.277,1
103.881_30.265,1
103.876_30.282,1
103.875_30.285,1
103.874_30.290,1
103.913_30.252,1
103.919_30.251,1
103.929_30.253,1
103.908_30.253,1
103.903_30.254,1
103.923_30.252,1
103.934_30.256,1
103.932_30.259,1
103.926_30.257,1
103.921_30.256,1
103.916_30.255,1
103.936_30.262,1
103.941_30.266,1
103.944_30.270,1
103.904_30.254,1
103.920_30.252,1
103.915_30.252,1
103.910_30.253,1
103.910_30.254,1
104.012_30.279,1
104.020_30.280,1
104.028_30.280,1
104.005_30.277,1
103.997_30.276,1
104.035_30.280,1
103.990_30.274,1
103.929_30.263,1
103.970_30.270,1
103.949_30.266,1
103.910_30.259,1
104.193_30.479,1
104.182_30.464,1
104.172_30.451,1
104.202_30.492,1
104.212_30.506,1
104.082_30.324,1
104.091_30.336,1
104.100_30.348,1
104.109_30.361,1
104.118_30.374,1
104.136_30.400,1
104.144_30.412,1
104.162_30.437,1
104.127_30.387,1
104.154_30.425,1
104.222_30.520,1
104.226_30.525,1
104.218_30.515,1
104.215_30.511,1
104.230_30.528,1
104.073_30.310,1
104.064_30.297,1
104.055_30.285,1
104.037_30.260,1
104.046_30.272,1
104.026_30.248,1
104.004_30.245,1
104.000_30.245,1
104.011_30.245,1
104.021_30.246,1
104.016_30.245,1
103.995_30.246,1
103.988_30.246,1
103.972_30.248,1
103.955_30.250,1
103.922_30.255,1
103.912_30.256,1
103.941_30.252,1
103.900_30.257,1
103.861_30.271,1
103.865_30.268,1
103.857_30.274,1
103.864_30.272,1
103.863_30.277,1
103.861_30.282,1
103.848_30.303,1
103.849_30.298,1
103.847_30.307,1
103.850_30.293,1
103.855_30.279,1
103.853_30.284,1
103.851_30.288,1
103.857_30.275,1
103.868_30.260,1
103.875_30.252,1
103.866_30.263,1
103.871_30.255,1
103.867_30.263,1
103.865_30.267,1
103.853_30.254,1
103.858_30.252,1
103.844_30.259,1
103.848_30.256,1
103.864_30.251,1
103.841_30.264,1
103.868_30.263,1
103.863_30.266,1
103.867_30.267,1
103.866_30.271,1
103.859_30.269,1
103.889_30.259,1
103.878_30.260,1
103.899_30.256,1
103.894_30.257,1
103.872_30.261,1
103.897_30.248,1
103.893_30.248,1
103.902_30.247,1
103.908_30.247,1
103.887_30.249,1
103.930_30.251,1
103.918_30.247,1
103.924_30.248,1
103.913_30.246,1
103.940_30.262,1
103.877_30.252,1
103.882_30.250,1
103.874_30.255,1
103.871_30.258,1
103.884_30.260,1
103.879_30.263,1
103.875_30.266,1
103.916_29.992,1
103.924_29.974,1
103.933_29.957,1
103.942_29.937,1
103.960_29.898,1
103.951_29.918,1
104.098_29.593,1
104.013_29.777,1
104.033_29.735,1
104.119_29.546,1
104.075_29.644,1
104.053_29.691,1
104.188_29.398,1
104.209_29.352,1
104.213_29.343,1
104.164_29.449,1
104.217_29.335,1
104.143_29.494,1
103.947_29.919,1
103.955_29.899,1
103.991_29.811,1
103.972_29.856,1
103.963_29.879,1
103.938_29.939,1
103.930_29.959,1
103.922_29.980,1
103.915_30.000,1
103.907_30.020,1
103.893_30.046,1
103.900_30.023,1
103.894_30.041,1
103.907_30.009,1
103.891_30.052,1
103.977_29.858,1
103.995_29.818,1
103.986_29.838,1
104.004_29.797,1
103.968_29.878,1
103.890_30.058,1
103.882_30.092,1
103.886_30.075,1
103.898_30.040,1
104.146_29.426,1
104.150_29.417,1
104.208_29.338,1
104.173_29.383,1
104.143_29.435,1
104.215_29.329,1
104.010_29.763,1
104.053_29.659,1
104.031_29.713,1
104.074_29.604,1
104.096_29.550,1
104.140_29.440,1
104.120_29.489,1
104.100_29.540,1
104.144_29.431,1
104.117_29.498,1
104.080_29.590,1
104.020_29.740,1
104.060_29.639,1
104.030_29.714,1
104.050_29.665,1
104.040_29.689,1
103.979_29.836,1
103.989_29.813,1
103.970_29.858,1
103.999_29.788,1
103.961_29.879,1
103.953_29.900,1
103.829_30.283,1
103.830_30.287,1
103.828_30.278,1
103.859_30.152,1
103.872_30.095,1
103.867_30.115,1
103.863_30.134,1
103.879_30.078,1
103.854_30.171,1
103.834_30.249,1
103.838_30.235,1
103.842_30.220,1
103.831_30.261,1
103.846_30.205,1
103.850_30.188,1
103.896_30.040,1
103.912_30.002,1
103.904_30.021,1
103.887_30.059,1
103.945_29.920,1
103.928_29.960,1
103.921_29.981,1
103.937_29.940,1
103.834_30.272,1
103.842_30.234,1
103.836_30.263,1
103.832_30.281,1
103.839_30.248,1
103.832_30.254,1
103.833_30.249,1
103.837_30.238,1
103.835_30.244,1
103.839_30.235,1
103.839_30.239,1
103.841_30.234,1
103.838_30.244,1
103.837_30.249,1
103.842_30.229,1
103.828_30.269,1
103.829_30.264,1
103.831_30.258,1
103.828_30.273,1
103.843_30.230,1
103.844_30.225,1
103.868_30.220,1
103.874_30.219,1
103.879_30.217,1
103.885_30.217,1
103.891_30.217,1
103.847_30.227,1
103.842_30.248,1
103.845_30.238,1
103.840_30.256,1
103.874_30.124,1
103.870_30.141,1
103.866_30.157,1
103.879_30.108,1
103.854_30.203,1
103.850_30.217,1
103.858_30.187,1
103.863_30.171,1
103.863_30.221,1
103.858_30.223,1
103.852_30.225,1
103.928_30.295,1
103.961_30.291,1
103.944_30.293,1
103.912_30.297,1
104.001_30.287,1
103.996_30.287,1
103.978_30.289,1
104.008_30.286,1
103.887_30.305,1
103.891_30.302,1
103.882_30.313,1
103.884_30.309,1
103.881_30.317,1
103.895_30.300,1
103.879_30.322,1
103.871_30.353,1
103.869_30.362,1
103.873_30.344,1
103.876_30.335,1
103.877_30.331,1
103.878_30.326,1
103.939_30.303,1
103.901_30.298,1
103.895_30.299,1
103.919_30.300,1
104.033_30.314,1
104.011_30.311,1
103.990_30.309,1
103.970_30.306,1
103.951_30.304,1
104.054_30.317,1
104.077_30.320,1
104.122_30.327,1
104.100_30.324,1
104.145_30.330,1
103.894_30.312,1
103.899_30.310,1
103.903_30.308,1
103.888_30.315,1
103.885_30.318,1
103.926_30.302,1
103.920_30.304,1
103.915_30.305,1
103.912_30.306,1
103.919_30.302,1
103.889_30.296,1
103.881_30.297,1
103.908_30.300,1
103.898_30.298,1
103.883_30.297,1
103.874_30.300,1
103.948_30.306,1
103.953_30.307,1
103.942_30.305,1
103.958_30.308,1
103.936_30.304,1
103.964_30.310,1
104.062_30.385,1
104.080_30.399,1
104.098_30.413,1
104.011_30.345,1
104.045_30.372,1
104.028_30.358,1
104.162_30.466,1
104.147_30.453,1
104.131_30.441,1
104.114_30.426,1
104.178_30.478,1
103.969_30.312,1
103.995_30.332,1
103.982_30.322,1
103.982_30.321,1
104.245_30.533,1
104.211_30.506,1
104.229_30.520,1
104.194_30.491,1
104.263_30.547,1
103.990_30.335,1
103.996_30.337,1
104.002_30.338,1
103.985_30.334,1
103.981_30.334,1
104.007_30.340,1
104.023_30.350,1
104.013_30.343,1
103.995_30.331,1
104.177_30.475,1
104.194_30.489,1
104.160_30.462,1
104.144_30.448,1
104.047_30.371,1
104.033_30.360,1
104.061_30.382,1
104.019_30.350,1
104.093_30.407,1
104.077_30.395,1
104.112_30.422,1
104.126_30.434,1
104.228_30.516,1
104.245_30.530,1
104.211_30.503,1
104.262_30.544,1
104.190_30.479,1
104.139_30.439,1
104.156_30.452,1
104.174_30.466,1
104.067_30.384,1
104.031_30.356,1
104.053_30.373,1
104.040_30.363,1
104.109_30.415,1
104.123_30.427,1
104.095_30.405,1
104.081_30.394,1
104.207_30.492,1
104.229_30.510,1
104.259_30.534,1
104.242_30.520,1
104.310_30.575,1
104.292_30.561,1
104.275_30.548,1
104.329_30.586,1
103.937_30.293,1
103.918_30.290,1
103.943_30.295,1
103.924_30.291,1
103.930_30.292,1
103.959_30.305,1
103.948_30.297,1
103.979_30.308,1
103.999_30.311,1
103.914_30.289,1
103.889_30.287,1
103.884_30.288,1
103.906_30.288,1
103.896_30.286,1
105.294_30.574,1
105.244_30.550,1
105.137_30.504,1
105.194_30.528,1
105.087_30.483,1
105.034_30.461,1
104.724_30.334,1
104.567_30.273,1
104.666_30.311,1
104.616_30.292,1
104.552_30.264,1
104.774_30.355,1
104.825_30.375,1
104.874_30.395,1
104.932_30.419,1
104.981_30.439,1
105.442_30.654,1
105.433_30.650,1
105.426_30.646,1
105.417_30.640,1
105.409_30.635,1
105.692_30.694,1
105.898_30.724,1
105.754_30.703,1
105.831_30.714,1
105.968_30.734,1
105.635_30.686,1
105.455_30.659,1
105.507_30.668,1
105.566_30.676,1
105.361_30.605,1
105.353_30.601,1
105.395_30.625,1
105.401_30.629,1
104.214_29.978,1
104.217_29.980,1
104.206_29.975,1
104.259_30.012,1
104.231_29.990,1
104.245_30.001,1
104.141_29.963,1
104.123_29.960,1
104.105_29.957,1
104.158_29.966,1
104.099_29.956,1
104.076_29.961,1
104.082_29.960,1
104.088_29.958,1
104.095_29.957,1
104.070_29.963,1
104.194_29.972,1
104.201_29.973,1
104.189_29.971,1
104.183_29.970,1
104.177_29.969,1
104.030_29.976,1
104.047_29.970,1
104.012_29.981,1
104.064_29.965,1
103.995_29.987,1
103.978_29.992,1
103.961_29.997,1
103.798_30.062,1
103.822_30.040,1
103.800_30.057,1
103.811_30.044,1
103.803_30.051,1
103.807_30.048,1
103.893_30.018,1
103.909_30.013,1
103.840_30.034,1
103.875_30.024,1
103.927_30.008,1
103.857_30.029,1
103.788_30.115,1
103.786_30.163,1
103.786_30.178,1
103.787_30.131,1
103.787_30.147,1
103.793_30.083,1
103.790_30.099,1
103.794_30.078,1
103.797_30.067,1
103.795_30.073,1
103.788_30.197,1
103.787_30.192,1
103.790_30.201,1
103.792_30.206,1
103.793_30.210,1
103.900_30.180,1
103.902_30.170,1
103.913_30.125,1
103.910_30.139,1
103.906_30.155,1
103.897_30.188,1
103.876_30.268,1
103.879_30.259,1
103.874_30.276,1
103.883_30.243,1
103.881_30.251,1
103.872_30.284,1
103.921_30.093,1
103.926_30.075,1
103.930_30.058,1
103.917_30.109,1
103.934_30.039,1
103.888_30.225,1
103.890_30.216,1
103.885_30.234,1
103.893_30.207,1
103.895_30.198,1
103.943_30.002,1
103.939_30.021,1
103.948_29.983,1
103.952_29.962,1
104.413_30.140,1
104.399_30.127,1
104.358_30.090,1
104.372_30.102,1
104.385_30.114,1
104.345_30.078,1
104.512_30.229,1
104.528_30.244,1
104.496_30.215,1
104.546_30.260,1
104.534_30.249,1
104.540_30.254,1
104.440_30.164,1
104.426_30.152,1
104.482_30.202,1
104.454_30.177,1
104.468_30.189,1
104.331_30.067,1
104.316_30.055,1
104.272_30.022,1
104.287_30.033,1
104.302_30.044,1
104.046_30.198,1
104.060_30.175,1
104.059_30.181,1
104.058_30.185,1
104.055_30.191,1
104.051_30.195,1
104.059_30.169,1
104.061_30.173,1
104.061_30.178,1
104.058_30.188,1
104.060_30.183,1
104.055_30.192,1
104.051_30.196,1
104.060_30.168,1
104.014_30.207,1
103.998_30.211,1
103.983_30.216,1
103.953_30.225,1
103.968_30.220,1
104.034_30.203,1
104.017_30.205,1
104.023_30.204,1
104.029_30.204,1
104.041_30.201,1
104.020_30.205,1
104.030_30.203,1
104.024_30.204,1
104.035_30.201,1
104.040_30.200,1
103.923_30.233,1
103.938_30.229,1
103.908_30.237,1
103.892_30.241,1
103.877_30.245,1
103.943_30.216,1
103.949_30.215,1
103.938_30.218,1
103.923_30.222,1
103.995_30.208,1
103.979_30.209,1
104.012_30.206,1
